,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year,month,day,day_of_week,hour
1333,3.5,1440,19.1,1271,251,107,2163,1273,15.1,76.8,1.3061,2004,5,5,3,7
1335,3.9,1384,18.9,1265,255,124,2143,1307,16.4,72.4,1.3379,2004,5,5,3,9
1336,2.9,1172,13.0,1085,214,123,1876,1102,16.3,68.6,1.2657,2004,5,5,3,10
1337,2.6,1143,13.0,1083,190,120,1887,1083,17.2,62.9,1.2228,2004,5,5,3,11
1338,3.0,1167,14.5,1134,182,113,1920,1083,17.4,61.1,1.206,2004,5,5,3,12
1339,3.7,1303,19.7,1288,202,114,2116,1236,16.8,66.8,1.2691,2004,5,5,3,13
1340,3.9,1264,19.4,1279,224,120,2049,1223,17.3,62.6,1.226,2004,5,5,3,14
1341,3.5,1242,16.4,1193,221,125,1945,1175,17.5,60.8,1.2029,2004,5,5,3,15
1342,2.4,1070,11.2,1022,126,88,1740,933,17.5,59.2,1.1725,2004,5,5,3,16
1343,1.6,981,10.0,978,79,72,1682,835,17.7,56.9,1.1392,2004,5,5,3,17
1344,3.0,1198,14.6,1136,137,103,1870,1291,17.1,61.5,1.1873,2004,5,5,3,18
1345,1.6,1000,8.5,918,68,67,1661,802,17.5,63.9,1.2667,2004,5,5,3,19
1346,2.1,1110,9.2,949,96,79,1733,842,15.9,70.7,1.2672,2004,5,5,3,20
1347,1.8,1023,6.9,854,111,89,1637,744,15.1,75.1,1.2799,2004,5,5,3,21
1348,1.1,861,3.7,695,56,67,1438,500,13.9,72.5,1.1502,2004,5,5,3,22
1349,1.5,969,4.9,760,81,83,1518,560,12.0,79.8,1.1175,2004,5,5,3,23
1350,1.4,898,4.6,741,79,76,1468,589,12.5,75.8,1.0938,2004,5,6,4,0
1351,0.9,835,3.4,674,46,58,1416,488,12.0,75.0,1.0499,2004,5,6,4,1
1352,0.5,766,1.2,523,19,30,1310,387,12.6,72.2,1.0503,2004,5,6,4,2
1353,0.4,743,1.0,502,141,96,1292,355,12.7,71.6,1.0486,2004,5,6,4,3
1354,1.5,758,1.2,517,15,22,1294,351,13.1,67.1,1.0079,2004,5,6,4,4
1355,0.6,804,2.3,604,48,50,1357,420,13.2,64.6,0.9774,2004,5,6,4,5
1356,1.3,948,6.1,817,128,92,1546,695,13.1,65.6,0.9815,2004,5,6,4,6
1357,2.9,1204,16.8,1205,193,101,1984,1139,14.7,58.5,0.9688,2004,5,6,4,7
1358,3.6,1231,20.3,1304,203,121,2029,1315,15.9,53.1,0.9529,2004,5,6,4,8
1359,3.4,1176,16.4,1191,220,130,1836,1217,17.9,46.1,0.9388,2004,5,6,4,9
1360,2.5,1043,12.5,1066,161,114,1692,1014,20.2,37.7,0.8833,2004,5,6,4,10
1361,2.1,992,9.8,970,135,100,1624,884,18.5,42.8,0.9026,2004,5,6,4,11
1362,1.1,885,5.2,772,57,56,1450,524,13.0,64.3,0.9586,2004,5,6,4,12
1363,1.8,991,8.9,937,91,75,1581,644,15.1,54.5,0.9309,2004,5,6,4,13
1364,3.0,1182,14.1,1119,219,121,1831,1032,13.6,65.5,1.0184,2004,5,6,4,14
1365,3.1,1191,12.7,1074,239,128,1816,1038,12.3,78.3,1.1154,2004,5,6,4,15
1366,3.6,1272,14.6,1136,209,139,1869,1077,12.7,74.2,1.0863,2004,5,6,4,16
1367,3.3,1138,12.4,1063,169,122,1728,983,14.4,64.2,1.049,2004,5,6,4,17
1368,1.8,1008,9.4,954,92,92,1626,834,15.6,58.3,1.0266,2004,5,6,4,18
1369,2.1,1075,11.0,1015,107,97,1722,949,15.0,61.4,1.0385,2004,5,6,4,19
1370,2.2,1034,8.9,935,122,98,1605,941,13.7,65.8,1.0254,2004,5,6,4,20
1371,1.6,934,6.6,841,100,93,1497,756,12.3,66.4,0.944,2004,5,6,4,21
1372,0.9,883,3.9,705,51,65,1422,655,15.4,58.8,1.0215,2004,5,6,4,22
1373,1.8,1021,7.3,871,93,81,1586,805,14.1,64.9,1.0405,2004,5,6,4,23
1374,2.3,1059,8.2,907,145,102,1579,970,13.8,64.7,1.0168,2004,5,7,5,0
1375,2.0,1023,7.5,878,106,91,1568,969,13.5,67.8,1.042,2004,5,7,5,1
1376,0.9,855,3.3,669,46,56,1427,671,13.7,69.4,1.0794,2004,5,7,5,2
1377,0.6,826,2.4,616,141,96,1384,575,13.9,67.7,1.0712,2004,5,7,5,3
1378,1.5,831,2.2,602,32,41,1386,535,14.0,67.8,1.0787,2004,5,7,5,4
1379,0.7,817,2.8,639,51,48,1364,489,14.6,61.1,1.0075,2004,5,7,5,5
1380,1.5,972,7.5,880,89,72,1590,689,14.3,60.5,0.9847,2004,5,7,5,6
1381,3.7,1200,19.8,1290,214,106,2014,1196,14.9,56.9,0.9582,2004,5,7,5,7
1382,4.2,1234,22.1,1355,196,107,2095,1266,16.4,50.2,0.9286,2004,5,7,5,8
1383,3.4,1164,15.0,1148,224,127,1824,1130,16.0,50.9,0.9211,2004,5,7,5,9
1384,2.4,976,9.3,952,174,114,1582,834,18.6,42.8,0.9091,2004,5,7,5,10
1385,1.3,844,6.3,825,90,101,1405,536,19.7,33.7,0.7646,2004,5,7,5,11
1386,1.5,851,8.2,906,89,95,1418,545,21.2,27.7,0.6864,2004,5,7,5,12
1387,2.2,926,10.9,1010,132,110,1526,720,19.7,28.5,0.6445,2004,5,7,5,13
1388,1.8,890,9.3,950,114,101,1460,655,19.8,29.7,0.678,2004,5,7,5,14
1389,1.9,921,8.4,914,107,106,1481,614,19.2,35.6,0.7856,2004,5,7,5,15
1390,2.3,1052,9.4,956,140,116,1600,725,14.2,60.5,0.9765,2004,5,7,5,16
1391,3.6,1247,17.9,1238,187,124,1948,1036,12.9,69.1,1.0249,2004,5,7,5,17
1392,4.3,1205,17.4,1222,222,133,1911,1127,12.7,70.4,1.0294,2004,5,7,5,18
1393,2.2,1016,10.5,995,117,96,1642,854,13.9,62.7,0.9905,2004,5,7,5,19
1394,1.5,984,7.5,879,89,85,1527,792,13.9,62.9,0.9948,2004,5,7,5,20
1395,2.0,1041,8.0,898,130,97,1595,891,13.4,65.2,0.9996,2004,5,7,5,21
1396,2.0,1027,7.7,887,133,97,1568,876,13.4,64.6,0.9864,2004,5,7,5,22
1397,2.1,1025,7.3,869,144,101,1531,851,13.3,63.6,0.9677,2004,5,7,5,23
1398,1.5,984,6.4,829,99,85,1516,787,13.3,61.8,0.9433,2004,5,8,6,0
1399,2.2,969,5.6,791,102,80,1446,711,13.6,59.7,0.9271,2004,5,8,6,1
1400,0.5,758,1.5,546,27,33,1252,396,14.6,53.3,0.8807,2004,5,8,6,2
1401,1.5,767,1.5,547,141,96,1239,375,14.3,51.7,0.8412,2004,5,8,6,3
1402,1.5,772,1.2,518,141,96,1202,343,10.9,67.5,0.8785,2004,5,8,6,4
1403,1.5,831,1.6,557,141,96,1257,401,7.4,85.2,0.8808,2004,5,8,6,5
1404,1.5,871,2.6,628,141,96,1329,518,8.7,81.5,0.919,2004,5,8,6,6
1405,1.5,995,5.9,808,141,96,1479,685,10.3,75.6,0.9458,2004,5,8,6,7
1406,1.5,1093,8.5,918,141,96,1589,939,11.0,75.0,0.9821,2004,5,8,6,8
1407,1.5,1079,7.7,885,141,96,1588,974,13.6,66.1,1.0236,2004,5,8,6,9
1408,1.5,1084,6.9,852,141,96,1575,959,14.7,63.1,1.0488,2004,5,8,6,10
1409,1.5,1204,10.1,982,141,96,1739,1067,13.8,72.3,1.1361,2004,5,8,6,11
1410,1.5,1213,11.1,1018,141,96,1778,1061,13.3,76.8,1.1703,2004,5,8,6,12
1411,1.5,1124,9.2,949,141,96,1671,1008,16.2,60.0,1.0937,2004,5,8,6,13
1412,1.5,945,4.3,726,141,96,1432,637,16.3,55.3,1.0146,2004,5,8,6,14
1413,1.5,964,6.5,833,141,96,1489,647,20.0,40.4,0.9354,2004,5,8,6,15
1414,1.5,903,5.4,786,141,96,1375,523,19.8,35.4,0.8099,2004,5,8,6,16
1415,1.5,918,7.1,863,141,96,1408,539,19.8,33.6,0.767,2004,5,8,6,17
1416,1.5,1028,9.5,961,141,96,1502,649,17.8,38.5,0.7763,2004,5,8,6,18
1417,1.5,1175,17.0,1209,141,96,1829,1071,16.7,44.6,0.8393,2004,5,8,6,19
1418,1.5,1215,15.4,1161,141,96,1802,1237,15.1,51.8,0.8816,2004,5,8,6,20
1419,1.5,1072,9.9,976,141,96,1603,1018,14.1,56.2,0.9028,2004,5,8,6,21
1420,1.5,1070,9.3,952,141,96,1573,966,13.8,58.3,0.9147,2004,5,8,6,22
1421,1.5,1021,6.9,853,141,96,1457,901,13.7,59.7,0.9285,2004,5,8,6,23
1422,1.5,1063,7.1,859,141,96,1519,949,13.7,60.3,0.9405,2004,5,9,7,0
1423,1.5,1068,9.0,938,141,96,1575,1057,12.7,64.9,0.9506,2004,5,9,7,1
1424,1.5,993,8.3,913,141,96,1601,989,12.6,65.4,0.9529,2004,5,9,7,2
1425,1.5,1034,8.7,928,141,96,1619,1005,12.1,68.6,0.964,2004,5,9,7,3
1426,1.5,1025,8.4,914,141,96,1605,1003,12.3,68.0,0.9722,2004,5,9,7,4
1427,1.5,1036,8.1,902,141,96,1558,1087,11.9,71.1,0.9899,2004,5,9,7,5
1428,1.5,924,5.2,774,141,96,1460,909,11.3,73.8,0.9848,2004,5,9,7,6
1429,1.5,922,4.5,737,141,96,1414,882,13.1,62.6,0.9419,2004,5,9,7,7
1430,1.5,830,2.6,625,141,96,1303,568,16.8,46.8,0.8881,2004,5,9,7,8
1431,1.5,947,4.8,752,141,96,1434,620,17.9,44.8,0.9104,2004,5,9,7,9
1432,1.5,977,4.5,737,141,96,1450,686,17.8,49.5,0.9986,2004,5,9,7,10
1433,1.5,1025,4.9,761,141,96,1476,700,18.8,46.4,0.9968,2004,5,9,7,11
1434,1.5,1040,5.8,804,141,96,1502,780,19.3,44.0,0.9783,2004,5,9,7,12
1435,1.5,1013,4.1,718,141,96,1492,558,14.7,68.4,1.1405,2004,5,9,7,13
1436,1.5,1035,4.8,755,141,96,1521,608,15.6,65.8,1.1577,2004,5,9,7,14
1437,1.5,1086,7.0,859,141,96,1595,754,17.7,54.0,1.0826,2004,5,9,7,15
1438,1.5,967,4.8,753,141,96,1420,544,17.8,46.7,0.9466,2004,5,9,7,16
1439,1.5,968,5.4,785,141,96,1446,550,17.8,44.4,0.8967,2004,5,9,7,17
1440,1.5,1004,6.3,827,141,96,1465,627,17.8,44.3,0.8929,2004,5,9,7,18
1441,1.5,1132,10.1,981,141,96,1614,877,16.4,47.8,0.8851,2004,5,9,7,19
1442,1.5,1121,10.2,985,141,96,1625,981,15.6,51.6,0.9063,2004,5,9,7,20
1443,1.5,1068,8.4,917,141,96,1570,832,14.9,55.0,0.9228,2004,5,9,7,21
1444,1.5,1123,8.9,937,141,96,1606,941,13.8,59.8,0.9398,2004,5,9,7,22
1445,1.5,1101,8.8,933,141,96,1600,1022,13.8,62.1,0.9721,2004,5,9,7,23
1446,1.5,997,6.5,835,141,96,1501,888,13.9,61.1,0.9656,2004,5,10,1,0
1447,1.5,875,3.0,654,141,96,1375,683,14.9,57.6,0.9684,2004,5,10,1,1
1448,1.5,815,1.8,569,141,96,1344,534,14.4,60.1,0.9797,2004,5,10,1,2
1449,1.5,803,1.3,531,141,96,1318,489,13.8,63.2,0.9952,2004,5,10,1,3
1450,1.5,829,1.8,570,141,96,1357,562,14.2,62.9,1.0136,2004,5,10,1,4
1451,1.5,867,2.6,625,141,96,1385,652,14.0,63.8,1.0167,2004,5,10,1,5
1452,1.5,1118,9.8,970,141,96,1705,1019,13.4,67.4,1.0292,2004,5,10,1,6
1455,4.4,1378,20.2,1303,257,117,2051,1494,17.8,51.1,1.0362,2004,5,10,1,9
1456,2.5,1132,13.4,1096,178,107,1808,1186,20.0,45.0,1.0379,2004,5,10,1,10
1457,2.1,1108,11.7,1040,145,95,1748,1051,20.3,44.1,1.0392,2004,5,10,1,11
1458,2.4,1131,13.4,1097,137,93,1797,1027,20.7,42.4,1.0248,2004,5,10,1,12
1459,2.2,1105,12.9,1080,139,104,1758,981,20.8,40.6,0.9888,2004,5,10,1,13
1460,2.2,1120,13.4,1096,130,102,1767,976,21.5,39.7,1.0042,2004,5,10,1,14
1461,2.3,1100,13.7,1108,148,109,1731,932,25.0,30.1,0.9394,2004,5,10,1,15
1462,2.1,1098,14.2,1124,120,97,1716,871,25.2,29.7,0.9371,2004,5,10,1,16
1463,2.5,1137,17.8,1234,132,104,1824,990,23.4,32.0,0.91,2004,5,10,1,17
1464,3.6,1267,22.0,1352,188,124,1961,1196,21.0,37.8,0.9298,2004,5,10,1,18
1465,4.0,1319,24.4,1413,204,135,2050,1329,19.2,45.7,1.0084,2004,5,10,1,19
1466,3.0,1160,16.3,1189,167,122,1824,1151,17.7,50.9,1.0232,2004,5,10,1,20
1467,2.1,1084,12.4,1063,128,109,1703,1031,16.8,53.6,1.0167,2004,5,10,1,21
1468,1.7,1025,9.6,963,106,95,1621,917,15.8,56.2,1.0033,2004,5,10,1,22
1469,1.1,953,6.4,830,88,86,1521,860,16.0,56.5,1.0166,2004,5,10,1,23
1470,0.9,959,6.0,812,77,78,1518,910,14.2,64.1,1.0346,2004,5,11,2,0
1471,0.4,834,2.8,637,36,53,1362,699,15.0,59.8,1.0142,2004,5,11,2,1
1472,0.2,787,1.6,549,28,43,1317,596,14.3,61.9,1.0031,2004,5,11,2,2
1473,0.2,799,1.6,555,141,96,1320,643,12.8,66.0,0.969,2004,5,11,2,3
1474,1.5,807,1.8,571,46,53,1335,704,11.4,70.5,0.9484,2004,5,11,2,4
1475,0.6,866,3.6,686,55,48,1405,741,12.0,68.0,0.9547,2004,5,11,2,5
1476,1.4,1035,8.4,917,135,64,1606,968,11.3,70.4,0.9443,2004,5,11,2,6
1479,4.8,1513,26.0,1455,366,153,2182,1822,17.5,49.8,0.9877,2004,5,11,2,9
1480,4.5,1395,22.6,1368,322,163,2032,1675,21.9,35.2,0.9128,2004,5,11,2,10
1481,3.0,1209,18.3,1248,188,119,1891,1295,23.5,29.5,0.8435,2004,5,11,2,11
1482,2.5,1142,13.9,1115,144,96,1735,1091,24.3,29.8,0.8926,2004,5,11,2,12
1483,2.3,1140,14.4,1129,132,94,1728,1023,23.8,31.7,0.9212,2004,5,11,2,13
1484,2.0,1105,11.6,1035,117,86,1643,877,24.2,31.2,0.9257,2004,5,11,2,14
1485,1.9,1131,12.2,1058,121,91,1664,931,26.5,27.2,0.9282,2004,5,11,2,15
1486,1.9,1162,12.4,1064,124,97,1675,913,25.7,28.4,0.9248,2004,5,11,2,16
1487,3.5,1336,21.1,1326,188,125,1923,1255,26.3,27.5,0.9306,2004,5,11,2,17
1488,4.6,1533,29.9,1549,226,140,2233,1571,24.4,31.6,0.9545,2004,5,11,2,18
1489,6.3,1650,34.3,1649,266,158,2345,1779,23.1,35.3,0.9845,2004,5,11,2,19
1490,5.0,1535,26.1,1458,269,159,2120,1735,21.1,40.2,0.997,2004,5,11,2,20
1491,3.3,1382,18.1,1243,183,128,1941,1511,19.2,52.3,1.1516,2004,5,11,2,21
1492,2.7,1335,14.2,1122,167,114,1840,1424,18.1,58.7,1.2072,2004,5,11,2,22
1493,2.2,1267,12.4,1064,138,100,1766,1348,17.3,58.8,1.1494,2004,5,11,2,23
1494,1.7,1122,8.7,926,105,88,1619,1174,16.9,58.8,1.125,2004,5,12,3,0
1495,0.8,986,5.2,771,54,67,1518,947,17.6,57.6,1.1484,2004,5,12,3,1
1496,0.8,966,4.6,744,58,65,1511,935,15.6,63.9,1.1287,2004,5,12,3,2
1497,0.6,919,3.1,661,141,96,1468,838,14.9,65.7,1.1073,2004,5,12,3,3
1498,1.5,872,2.7,632,37,47,1403,768,15.6,62.2,1.0961,2004,5,12,3,4
1499,0.8,967,4.7,749,84,57,1517,881,14.0,68.3,1.0884,2004,5,12,3,5
1500,1.5,1152,9.6,964,134,73,1705,1096,14.5,65.7,1.0804,2004,5,12,3,6
1501,4.1,1500,23.6,1393,279,95,2163,1495,15.5,62.2,1.0875,2004,5,12,3,7
1504,3.9,1446,22.0,1350,280,108,2140,1630,19.7,51.9,1.1796,2004,5,12,3,10
1505,3.4,1349,17.9,1236,275,125,1964,1530,20.9,44.6,1.0872,2004,5,12,3,11
1506,3.3,1452,22.7,1371,207,117,2138,1622,21.9,43.3,1.1265,2004,5,12,3,12
1507,5.1,1676,29.3,1534,305,131,2413,1828,20.4,55.7,1.3205,2004,5,12,3,13
1508,3.1,1327,14.7,1139,236,126,1894,1323,17.4,67.0,1.325,2004,5,12,3,14
1509,2.5,1248,12.6,1072,183,114,1797,1188,17.1,64.0,1.2413,2004,5,12,3,15
1510,2.4,1250,12.7,1074,162,123,1806,1166,17.3,61.1,1.1957,2004,5,12,3,16
1511,2.8,1222,13.0,1084,157,116,1797,1108,17.7,56.3,1.13,2004,5,12,3,17
1512,2.9,1159,13.4,1097,136,107,1709,995,17.4,48.6,0.9559,2004,5,12,3,18
1513,3.4,1192,14.8,1143,166,123,1767,1108,17.6,43.7,0.8698,2004,5,12,3,19
1514,2.2,1074,9.4,954,136,112,1570,956,16.7,47.2,0.892,2004,5,12,3,20
1515,1.6,984,6.9,851,112,101,1452,817,16.8,45.6,0.8636,2004,5,12,3,21
1516,1.3,970,5.2,773,87,91,1425,658,16.1,52.0,0.946,2004,5,12,3,22
1517,1.3,987,5.7,800,86,88,1462,658,15.5,57.1,0.996,2004,5,12,3,23
1518,1.6,1003,6.5,836,98,96,1455,748,16.2,50.2,0.9156,2004,5,13,4,0
1519,1.2,933,4.7,747,62,75,1405,569,16.4,50.5,0.938,2004,5,13,4,1
1520,0.6,859,2.5,620,32,47,1316,445,16.2,52.8,0.9626,2004,5,13,4,2
1521,0.4,815,1.4,538,141,96,1272,379,16.0,53.7,0.9723,2004,5,13,4,3
1522,1.5,792,1.0,501,21,25,1252,354,16.2,53.0,0.9672,2004,5,13,4,4
1523,0.4,835,1.7,560,41,49,1317,407,16.2,53.7,0.9799,2004,5,13,4,5
1524,1.0,975,4.5,736,86,85,1459,611,15.9,55.3,0.991,2004,5,13,4,6
1525,2.0,1133,9.4,957,174,106,1652,944,16.2,55.6,1.0151,2004,5,13,4,7
1526,3.6,1347,17.9,1237,264,136,1984,1328,16.0,59.3,1.0711,2004,5,13,4,8
1527,2.4,1122,10.6,1000,211,119,1663,1085,16.6,55.6,1.042,2004,5,13,4,9
1528,2.4,1152,11.0,1014,208,122,1714,1139,17.4,51.8,1.022,2004,5,13,4,10
1529,1.6,1020,7.2,866,139,90,1554,799,17.6,49.7,0.9944,2004,5,13,4,11
1530,1.9,1066,8.7,927,138,97,1608,804,17.2,52.8,1.0236,2004,5,13,4,12
1531,2.4,1105,11.1,1016,142,98,1736,930,18.2,49.6,1.0268,2004,5,13,4,13
1532,1.7,1056,7.9,894,131,93,1576,771,19.5,45.0,1.0114,2004,5,13,4,14
1533,2.1,1084,9.8,970,132,98,1626,845,19.5,45.5,1.0189,2004,5,13,4,15
1534,3.1,1288,16.4,1191,178,123,1910,1192,19.8,44.3,1.0104,2004,5,13,4,16
1535,4.6,1390,22.6,1368,228,148,2092,1494,20.3,43.1,1.0114,2004,5,13,4,17
1536,4.5,1374,20.2,1303,232,148,2036,1457,20.3,44.4,1.0457,2004,5,13,4,18
1537,3.9,1378,21.7,1342,204,133,2076,1489,19.8,47.9,1.092,2004,5,13,4,19
1538,4.6,1428,21.2,1329,250,141,2102,1602,19.1,52.3,1.1486,2004,5,13,4,20
1539,3.3,1336,15.9,1176,208,131,1891,1468,18.2,54.7,1.1336,2004,5,13,4,21
1540,2.7,1234,12.0,1049,158,121,1733,1274,17.8,55.0,1.1097,2004,5,13,4,22
1541,3.3,1300,17.4,1221,197,123,1946,1401,17.5,56.4,1.1175,2004,5,13,4,23
1542,2.5,1246,15.0,1150,152,107,1873,1354,17.3,57.8,1.1298,2004,5,14,5,0
1543,2.1,1141,11.1,1017,112,104,1690,1188,16.8,57.5,1.0912,2004,5,14,5,1
1544,1.3,1014,6.9,853,75,91,1538,975,16.3,57.0,1.0484,2004,5,14,5,2
1545,1.0,938,5.1,769,141,96,1463,816,16.2,56.3,1.0262,2004,5,14,5,3
1546,1.5,988,6.1,814,74,87,1512,921,15.5,59.9,1.0498,2004,5,14,5,4
1547,1.2,983,6.5,833,116,102,1524,1012,16.0,58.3,1.0481,2004,5,14,5,5
1548,1.5,1033,8.4,917,118,95,1617,905,17.2,52.3,1.0169,2004,5,14,5,6
1549,3.7,1388,22.8,1372,272,140,2105,1449,18.5,49.4,1.0397,2004,5,14,5,7
1551,3.3,1148,13.6,1104,258,138,1713,1301,21.0,37.9,0.9313,2004,5,14,5,9
1552,2.5,1095,11.1,1019,186,113,1618,1181,22.8,32.4,0.887,2004,5,14,5,10
1553,1.9,987,10.0,979,130,101,1515,962,25.5,25.6,0.8218,2004,5,14,5,11
1554,2.0,984,10.5,998,134,97,1523,862,25.9,23.6,0.7771,2004,5,14,5,12
1555,2.5,1072,13.0,1084,148,114,1622,1017,27.7,20.8,0.7599,2004,5,14,5,13
1556,2.1,1048,12.5,1068,147,110,1573,993,27.1,21.6,0.7618,2004,5,14,5,14
1557,2.1,1042,11.4,1029,123,103,1540,879,28.4,20.2,0.7697,2004,5,14,5,15
1558,2.3,1113,13.1,1086,138,119,1584,926,28.1,21.9,0.8184,2004,5,14,5,16
1559,3.0,1146,14.9,1145,162,126,1647,1011,27.6,22.3,0.8116,2004,5,14,5,17
1560,4.1,1239,19.1,1272,214,144,1790,1380,25.2,24.3,0.7671,2004,5,14,5,18
1561,4.5,1302,21.8,1346,230,164,1880,1698,24.6,25.1,0.7636,2004,5,14,5,19
1562,3.5,1181,16.1,1183,191,148,1711,1432,23.1,27.2,0.7575,2004,5,14,5,20
1563,2.1,1068,11.6,1037,128,119,1567,1217,22.0,28.6,0.7483,2004,5,14,5,21
1564,2.3,1135,12.4,1065,138,111,1630,1317,20.8,34.5,0.8365,2004,5,14,5,22
1565,1.9,1121,10.4,992,126,115,1505,1255,20.4,35.3,0.8352,2004,5,14,5,23
1566,1.9,1131,9.7,965,107,103,1520,1223,19.1,38.3,0.8381,2004,5,15,6,0
1567,1.2,947,5.7,798,67,81,1395,930,18.0,40.5,0.8271,2004,5,15,6,1
1568,1.0,935,5.4,786,55,71,1389,954,17.4,43.4,0.8553,2004,5,15,6,2
1569,1.1,941,5.6,792,141,96,1397,889,14.8,50.6,0.8489,2004,5,15,6,3
1570,1.5,867,4.4,734,48,58,1324,808,14.6,51.4,0.8489,2004,5,15,6,4
1571,0.5,839,2.8,638,33,44,1271,643,15.7,46.9,0.8329,2004,5,15,6,5
1572,0.6,873,3.9,704,41,49,1322,756,15.3,49.7,0.8552,2004,5,15,6,6
1573,1.4,1065,9.1,942,106,68,1576,1067,16.0,47.4,0.8564,2004,5,15,6,7
1574,2.6,1187,13.6,1104,208,108,1721,1391,17.6,43.3,0.8647,2004,5,15,6,8
1575,2.8,1249,15.8,1174,193,117,1774,1486,20.3,37.4,0.8807,2004,5,15,6,9
1576,2.6,1157,12.7,1072,191,127,1653,1327,23.1,30.3,0.8425,2004,5,15,6,10
1577,1.6,988,8.6,924,113,93,1463,835,25.0,24.2,0.7568,2004,5,15,6,11
1578,1.7,1025,9.4,955,111,94,1457,834,25.6,23.5,0.7611,2004,5,15,6,12
1579,1.7,997,9.2,947,106,87,1460,815,25.5,22.6,0.7288,2004,5,15,6,13
1580,1.3,916,6.4,829,82,75,1333,621,26.1,21.1,0.7023,2004,5,15,6,14
1581,1.4,965,8.3,910,79,81,1389,643,28.2,19.4,0.7303,2004,5,15,6,15
1582,1.4,985,8.1,903,90,86,1437,712,27.4,20.5,0.7379,2004,5,15,6,16
1583,1.7,1026,8.5,920,104,97,1455,746,26.0,22.7,0.7532,2004,5,15,6,17
1584,2.3,1125,11.0,1016,148,117,1564,991,23.8,27.1,0.7858,2004,5,15,6,18
1585,2.5,1159,12.1,1054,158,120,1603,1046,23.0,28.7,0.7976,2004,5,15,6,19
1586,3.3,1284,15.0,1149,234,149,1725,1304,21.7,31.8,0.8191,2004,5,15,6,20
1587,2.2,1101,10.2,986,163,124,1574,1100,20.9,33.2,0.8098,2004,5,15,6,21
1588,1.6,1101,9.9,972,95,97,1552,1001,20.2,34.3,0.8017,2004,5,15,6,22
1589,2.6,1183,12.0,1049,146,112,1594,1290,19.6,37.0,0.8325,2004,5,15,6,23
1590,2.3,1132,10.5,996,102,95,1564,1205,18.1,40.9,0.8441,2004,5,16,7,0
1591,1.5,998,7.1,859,90,88,1450,1045,17.0,43.3,0.8341,2004,5,16,7,1
1592,0.9,911,4.6,743,41,54,1370,739,16.7,43.4,0.8193,2004,5,16,7,2
1593,0.8,875,4.2,721,141,96,1328,683,15.9,44.7,0.8009,2004,5,16,7,3
1594,1.5,808,2.6,630,30,43,1256,573,15.2,45.5,0.783,2004,5,16,7,4
1595,0.4,792,2.2,599,32,45,1235,564,13.5,50.1,0.7706,2004,5,16,7,5
1596,0.4,822,2.0,581,34,47,1256,602,14.2,49.9,0.8025,2004,5,16,7,6
1597,0.8,918,4.2,721,57,58,1353,785,13.8,51.4,0.8059,2004,5,16,7,7
1598,0.9,975,5.2,774,73,69,1393,878,16.3,45.1,0.8286,2004,5,16,7,8
1599,1.6,1047,8.2,908,119,89,1458,981,19.2,35.4,0.7812,2004,5,16,7,9
1600,2.0,1053,9.8,970,138,105,1473,991,25.5,21.1,0.677,2004,5,16,7,10
1601,1.6,1017,7.9,897,96,92,1400,780,28.2,19.0,0.7164,2004,5,16,7,11
1602,1.4,1021,7.7,889,80,82,1405,684,29.5,19.8,0.8013,2004,5,16,7,12
1603,0.9,941,4.8,753,45,56,1311,468,30.6,19.4,0.8348,2004,5,16,7,13
1604,0.9,991,5.3,776,45,60,1375,468,29.9,22.0,0.9181,2004,5,16,7,14
1605,1.2,1117,7.1,862,54,64,1476,530,31.5,21.9,0.997,2004,5,16,7,15
1606,1.4,1217,9.2,947,66,85,1566,648,31.2,24.6,1.0987,2004,5,16,7,16
1607,1.9,1248,10.1,982,95,107,1617,746,30.4,26.5,1.1347,2004,5,16,7,17
1608,1.8,1242,9.9,973,99,106,1632,819,26.8,33.5,1.1602,2004,5,16,7,18
1609,2.7,1403,15.1,1151,147,125,1820,1125,25.5,37.4,1.1995,2004,5,16,7,19
1610,2.4,1238,10.6,999,129,118,1648,1013,23.7,39.4,1.1381,2004,5,16,7,20
1611,1.6,1093,7.0,858,96,95,1495,816,22.9,37.0,1.0197,2004,5,16,7,21
1612,1.4,1034,5.9,805,92,97,1416,750,20.8,36.3,0.8775,2004,5,16,7,22
1613,1.4,934,5.6,795,88,93,1328,673,20.3,28.5,0.6686,2004,5,16,7,23
1614,1.4,913,5.4,785,89,85,1273,692,19.6,26.5,0.5974,2004,5,17,1,0
1615,0.9,835,3.7,691,52,67,1182,517,19.1,25.9,0.5673,2004,5,17,1,1
1616,0.5,773,1.8,568,25,37,1113,392,18.4,27.6,0.5799,2004,5,17,1,2
1617,0.4,771,1.4,533,141,96,1110,360,17.4,30.2,0.5945,2004,5,17,1,3
1618,1.5,805,1.4,534,28,40,1112,409,16.3,34.1,0.6257,2004,5,17,1,4
1619,0.5,930,3.5,684,65,75,1220,779,15.8,36.5,0.6535,2004,5,17,1,5
1620,1.3,1009,7.0,859,132,102,1420,1016,16.0,38.1,0.6879,2004,5,17,1,6
1621,2.6,1196,14.4,1131,216,113,1675,1243,17.6,35.0,0.6965,2004,5,17,1,7
1622,2.0,1010,8.9,937,180,142,1444,949,18.5,31.2,0.6611,2004,5,17,1,8
